username,description,tags,id,original_sound_path,name,license,preview_url,type,wav_sound_path,pack,bpm
day_tripper13,A bunch of hip-hop drum loops mixed with compression and EQ. Good for Hip-Hop. Enjoy!,"['Hip', '150', 'Drum', 'mLoops', 'EQ', 'BPM', 'Beats', 'Compressed', 'Hop', 'Acoustic', 'Snickerdoodle', 'Electronic', 'Loop']",160374,/audio/original/160374.wav,mLoop #1 150BPM.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/160/160374_2045208-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/160374.wav,https://www.freesound.org/apiv2/packs/9902/,150
Danmad,"Create with Reaktor, SM Pro Audio - V-Machine and Roland MV-8800","['120', 'bpm', 'electronic', 'loop']",67689,/audio/original/67689.wav,Mpat 003 MIX.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/67/67689_395471-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/67689.wav,https://www.freesound.org/apiv2/packs/4369/,120
day_tripper13,A bunch of drum loops mixed with compression and EQ. Good for Hip-Hop. Enjoy!,"['Hip', '150', 'Drum', 'mLoops', 'EQ', 'BPM', 'Beats', 'Compressed', 'Hop', 'Acoustic', 'Snickerdoodle', 'Electronic', 'Loop']",160376,/audio/original/160376.wav,mLoops #7 95 BPM.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/160/160376_2045208-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/160376.wav,https://www.freesound.org/apiv2/packs/9902/,150
day_tripper13,A bunch of drum loops mixed with compression and EQ. Good for Hip-Hop. Enjoy!,"['Hip', '150', 'Drum', 'mLoops', 'EQ', 'BPM', 'Beats', 'Compressed', 'Hop', 'Acoustic', 'Snickerdoodle', 'Electronic', 'Loop']",160377,/audio/original/160377.wav,mLoops #6 95 BPM.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/160/160377_2045208-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/160377.wav,https://www.freesound.org/apiv2/packs/9902/,150
day_tripper13,A bunch of drum loops mixed with compression and EQ. Good for Hip-Hop. Enjoy!,"['Hip', '150', 'Drum', 'mLoops', 'EQ', 'BPM', 'Beats', 'Compressed', 'Hop', 'Acoustic', 'Snickerdoodle', 'Electronic', 'Loop']",160378,/audio/original/160378.wav,mLoops #5 95 BPM.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/160/160378_2045208-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/160378.wav,https://www.freesound.org/apiv2/packs/9902/,150
day_tripper13,A bunch of drum loops mixed with compression and EQ. Good for Hip-Hop.,"['Hip', '150', 'Drum', 'mLoops', 'EQ', 'BPM', 'Beats', 'Compressed', 'Hop', 'Acoustic', 'Snickerdoodle', 'Electronic', 'Loop']",160379,/audio/original/160379.wav,mLoops #9 174 BPM.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/160/160379_2045208-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/160379.wav,https://www.freesound.org/apiv2/packs/9902/,150
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an electro feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'loop', 'rhythmic']",21117,/audio/original/21117.wav,Massive Loop -01.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21117_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21117.wav,https://www.freesound.org/apiv2/packs/1202/,120
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an electro-industrial feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'industrial', 'loop', 'rhythmic']",21118,/audio/original/21118.wav,Massive Loop -02.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21118_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21118.wav,https://www.freesound.org/apiv2/packs/1202/,120
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an experimental electro feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'experimental', 'loop', 'rhythmic']",21119,/audio/original/21119.wav,Massive Loop -03.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21119_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21119.wav,https://www.freesound.org/apiv2/packs/1202/,120
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with a melodic housy electro feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'loop', 'melodic', 'rhythmic']",21120,/audio/original/21120.wav,Massive Loop -04.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21120_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21120.wav,https://www.freesound.org/apiv2/packs/1202/,120
mishicu,"Sequencer Flstudio 11.0.Tempo 83 bpm , Experimental style.","['loop', 'bpm', '83', 'beat']",250497,/audio/original/250497.wav,б бх_4_tempo83.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/250/250497_2195044-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/250497.wav,,83
mishicu,"Sequencer Flstudio 11.0.Tempo 99 bpm , Experimental style.","['loop', 'bpm', '83', 'beat']",250498,/audio/original/250498.wav,rhythm_3b_tempo99.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/250/250498_2195044-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/250498.wav,,83
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an electro minimal feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'loop', 'minimal', 'rhythmic']",21123,/audio/original/21123.wav,Massive Loop -07.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21123_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21123.wav,https://www.freesound.org/apiv2/packs/1202/,120
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an experimental electro feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'loop', 'rhythmic']",21124,/audio/original/21124.wav,Massive Loop -08.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21124_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21124.wav,https://www.freesound.org/apiv2/packs/1202/,120
sandyrb,A loop of finger snaps for 8 bars at 100BPM. Source was captured with two Josephson C617 mics through an NPNG preamp with some limiting to control the levels.,"['100bpm', 'finger', 'fingersnaps', 'loop', 'percussion', 'rhythm', 'snap', 'snaps']",86661,/audio/original/86661.wav,FINGER SNAPS LOOP 8BARS 100BPM.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/86/86661_14771-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/86661.wav,,100
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an experimental industrial feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'industrial', 'loop', 'rhythmic']",21126,/audio/original/21126.wav,Massive Loop -10.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21126_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21126.wav,https://www.freesound.org/apiv2/packs/1202/,120
sonicfire,120 bpm synthetic bassline in major,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18540,/audio/original/18540.wav,ambienza-bass_line_04-120-Cmaj.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18540_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18540.wav,https://www.freesound.org/apiv2/packs/1103/,120
Ongitak,"Another short dubstep bass loop, at 140 bpm.","['bass', 'dubstep', 'loop', 'sub', 'wobble']",113781,/audio/original/113781.wav,Dubstep Bass Loop 6.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/113/113781_2005415-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/113781.wav,https://www.freesound.org/apiv2/packs/7475/,140
mauxuam,image exported into sound with artmatic,"['loop', 'dsp', 'beat', 'digital', 'electronic', 'synth']",70284,/audio/original/70284.flac,mxm - yingyang - 66bpm,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/70/70284_50607-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/70284.wav,https://www.freesound.org/apiv2/packs/12307/,66
plploops,Root Note C 130BPM Arpeggiator,"['aggro', 'ebm', 'industrial', 'loop', 'synth']",111245,/audio/original/111245.wav,PLP-EBM_S01_Key_C_130BPM_Arpegg_01.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/111/111245_1931314-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/111245.wav,https://www.freesound.org/apiv2/packs/7040/,130
plploops,Root Note C 130BPM Bass,"['aggro', 'ebm', 'industrial', 'loop', 'synth']",111246,/audio/original/111246.wav,PLP-EBM_S01_Key_C_130BPM_Bass_02.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/111/111246_1931314-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/111246.wav,https://www.freesound.org/apiv2/packs/7040/,130
sonicfire,120 bpm synthetic bassline in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18541,/audio/original/18541.wav,ambienza-bass_line_04-120-Cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18541_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18541.wav,https://www.freesound.org/apiv2/packs/1103/,120
plploops,Root Note C 130BPM Noise Hit,"['aggro', 'ebm', 'industrial', 'loop', 'synth']",111248,/audio/original/111248.wav,PLP-EBM_S01_Key_C_130BPM_Noise_Hits.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/111/111248_1931314-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/111248.wav,https://www.freesound.org/apiv2/packs/7040/,130
plploops,Root Note F 120BPM EBM_Arpeggiator,"['aggro', 'ebm', 'industrial', 'loop', 'synth']",111249,/audio/original/111249.wav,PLP-EBM_S02_K_F_120BPM_EBM_Arp_01.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/111/111249_1931314-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/111249.wav,https://www.freesound.org/apiv2/packs/7040/,120
plploops,Root Note A# 120BPM EBM Lead,"['aggro', 'ebm', 'industrial', 'loop', 'synth']",111250,/audio/original/111250.wav,PLP-EBM_S03_Key_A#_120BPM_EBM_Lead_01.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/111/111250_1931314-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/111250.wav,https://www.freesound.org/apiv2/packs/7040/,120
plploops,Root Note A 130BPM Bass,"['aggro', 'ebm', 'industrial', 'loop', 'synth']",111251,/audio/original/111251.wav,PLP-EBM_S04_Key_A_130BPM_Bass_03.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/111/111251_1931314-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/111251.wav,https://www.freesound.org/apiv2/packs/7040/,130
plploops,Root Note A 130BPM Harsh Pad,"['aggro', 'ebm', 'industrial', 'loop', 'synth']",111252,/audio/original/111252.wav,PLP-EBM_S04_Key_A_130BPM_Harsh_Pad_01.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/111/111252_1931314-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/111252.wav,https://www.freesound.org/apiv2/packs/7040/,130
sonicfire,120 bpm synthetic bassline in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18542,/audio/original/18542.wav,ambienza-bass_line_05-120-Cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18542_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18542.wav,https://www.freesound.org/apiv2/packs/1103/,120
plploops,Root Note A 120BPM EBM Synth,"['aggro', 'ebm', 'industrial', 'loop', 'synth']",111254,/audio/original/111254.wav,PLP-EBM_S05_Key_A_120BPM_EBM_Synth_01.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/111/111254_1931314-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/111254.wav,https://www.freesound.org/apiv2/packs/7040/,120
plploops,Root Note A 145BPM EBM Arpegg,"['aggro', 'ebm', 'industrial', 'loop', 'synth']",111255,/audio/original/111255.wav,PLP-EBM_S06_Key_A_145BPM_EBM_Arpegg_01.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/111/111255_1931314-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/111255.wav,https://www.freesound.org/apiv2/packs/7040/,145
plploops,Root Note A_145BPM_EBM_Arpegg,"['aggro', 'ebm', 'industrial', 'loop', 'synth']",111256,/audio/original/111256.wav,PLP-EBM_S06_Key_A_145BPM_EBM_Arpegg_03.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/111/111256_1931314-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/111256.wav,https://www.freesound.org/apiv2/packs/7040/,145
plploops,Root Note D 120BPM Bass Arpegg,"['aggro', 'ebm', 'industrial', 'loop', 'synth']",111257,/audio/original/111257.wav,PLP-EBM_S07_Key_D_120BPM_Bass_Arpegg_02.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/111/111257_1931314-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/111257.wav,https://www.freesound.org/apiv2/packs/7040/,120
plploops,Root Note F# 110BPM Arpegg,"['aggro', 'ebm', 'industrial', 'loop', 'synth']",111258,/audio/original/111258.wav,PLP-EBM_S10_Key_F#_110BPM_Arpegg_01.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/111/111258_1931314-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/111258.wav,https://www.freesound.org/apiv2/packs/7040/,110
sonicfire,120 bpm synthetic bassline in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18543,/audio/original/18543.wav,ambienza-bass_line_06-120-Cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18543_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18543.wav,https://www.freesound.org/apiv2/packs/1103/,120
NoiseCollector,"Ok, I am trying to make an epic 91 bpm neo classical instrumental and needed galloping synth triplets. This is what I got. Some were made with careless mistakes like the swing function turned up on the drum machine and the tempo was set to 89 on a few of the synth loops. This should result in a slight humanization and organic flavor.","['91', 'bpm', 'loop', 'synth']",43240,/audio/original/43240.wav,91Gpat.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43240_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43240.wav,https://www.freesound.org/apiv2/packs/2729/,91
Greek555,thank you all! new sound always FL Studio.,"['Clap', 'Hat', 'Snare', 'Drums', 'Kick', 'Hi', 'Percussion', 'Ride', 'Bass', 'Drum', 'Loop']",275102,/audio/original/275102.mp3,Loop 130 Bpm,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/275/275102_4397472-hq.mp3,mp3,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/275102.wav,https://www.freesound.org/apiv2/packs/14826/,130
Stomp,"This loop was sequenced using ""percussive type"" sounds recorded with my selfmade binaural microphone.","['120bpm', 'beat', 'binaural', 'drumloop', 'loop', 'rhythm', 'rhythmic']",21152,/audio/original/21152.aif,Binaural Beat 01.aif,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/21/21152_62289-hq.mp3,aif,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21152.wav,https://www.freesound.org/apiv2/packs/1297/,120
sonicfire,120 bpm synthetic bassline in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18544,/audio/original/18544.wav,ambienza-bass_line_07-120-Cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18544_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18544.wav,https://www.freesound.org/apiv2/packs/1103/,120
mikobuntu,created using flstudio and dblue glitch vst.,"['drum', '140', 'beat', 'bpm', 'break', 'glitch', 'dubstep', 'loop']",127650,/audio/original/127650.wav,dbl3.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/127/127650_1428489-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/127650.wav,https://www.freesound.org/apiv2/packs/6788/,140
mikobuntu,created using flstudio and dblue glitch vst.,"['drum', '140', 'beat', 'bpm', 'break', 'glitch', 'dubstep', 'loop']",127651,/audio/original/127651.wav,dbl2.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/127/127651_1428489-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/127651.wav,https://www.freesound.org/apiv2/packs/6788/,140
djgriffin,"another loop i made with homegrown sounds programmed with softsynths on my g4 powerbook in logic. - albino, moog v, refx vangaurd, vintage warmer, stylus, apple distortion, and reverb.","['120bpm', 'break', 'breakbeat', 'dance', 'electronic', 'fat', 'loop', 'music', 'processed', 'tech', 'tune']",21158,/audio/original/21158.aif,FAT BREAK 120bpm.aif,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/21/21158_45941-hq.mp3,aif,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21158.wav,https://www.freesound.org/apiv2/packs/1264/,120
sonicfire,120 bpm synthetic bassline in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18545,/audio/original/18545.wav,ambienza-bass_line_08-120-Cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18545_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18545.wav,https://www.freesound.org/apiv2/packs/1103/,120
NoiseCollector,Drum loop made with DT-010 software drum machine.,"['130', 'bpm', 'drum', 'loop']",41756,/audio/original/41756.wav,130drumloopwav.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/41/41756_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/41756.wav,,130
day_tripper13,A bunch of drum loops mixed with compression and EQ. Good for Hip-Hop. Enjoy!,"['Hip', '150', 'Drum', 'mLoops', 'EQ', 'BPM', 'Beats', 'Compressed', 'Hop', 'Acoustic', 'Snickerdoodle', 'Electronic', 'Loop']",160428,/audio/original/160428.wav,mLoops #12 97 BPM.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/160/160428_2045208-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/160428.wav,https://www.freesound.org/apiv2/packs/9902/,97
sonicfire,120 bpm synthetic bassline in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18546,/audio/original/18546.wav,ambienza-bass_line_13-120-Cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18546_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18546.wav,https://www.freesound.org/apiv2/packs/1103/,120
NoiseCollector,Drum loop made with DT-010 software drum machine.,"['130', 'bpm', 'drum', 'loop']",41757,/audio/original/41757.wav,130fill.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/41/41757_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/41757.wav,https://www.freesound.org/apiv2/packs/2650/,130
sonicfire,120 bpm processed drumloop,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18547,/audio/original/18547.wav,ambienza-beatloop-01-120.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18547_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18547.wav,https://www.freesound.org/apiv2/packs/1103/,120
Snapper4298,An acid loop produced in Jeskola Buzz using Vsti Alchemy.,"['bass', 'hop', 'dance', 'trance', 'lfo', 'bpm', 'break', 'club', 'loop', '126', 'house', 'line', 'acid', 'trip', '126bpm']",160436,/audio/original/160436.wav,126 factory chatter bass.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/160/160436_33044-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/160436.wav,,126
AndreOnate,"Beat box 100bpm processed through :: recycle, dr. rex, audacity, audition 请欣赏","['loop', 'percussion-loop', 'rhythm', 'mouth', 'beat', '100bpm', 'beatbox', 'percussion', 'human', 'drum']",269769,/audio/original/269769.wav,Dre Beatbox 03_1.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/269/269769_2448533-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/269769.wav,,100
Danmad,"Create with Reaktor, SM Pro Audio - V-Machine and Roland MV-8800","['120', 'bpm', 'electronic', 'loop']",67700,/audio/original/67700.wav,Mpat 013 MIX.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/67/67700_395471-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/67700.wav,https://www.freesound.org/apiv2/packs/4369/,120
Danmad,"Create with Reaktor, SM Pro Audio - V-Machine and Roland MV-8800","['120', 'bpm', 'electronic', 'loop']",67701,/audio/original/67701.wav,Mpat 014 MIX.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/67/67701_395471-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/67701.wav,https://www.freesound.org/apiv2/packs/4369/,120
Jessetz,A 2 bar minimal house loop at 128 BPM I made which include some samples made by Msec. Enjoy!,"['2-bar', 'loop', '128', 'minimal', 'jessetz', 'bpm', 'mseq']",168643,/audio/original/168643.wav,Minimal Loop 128BPM,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/168/168643_2687421-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/168643.wav,,128
Danmad,"Create with Reaktor, SM Pro Audio - V-Machine and Roland MV-8800","['120', 'bpm', 'electronic', 'loop']",67702,/audio/original/67702.wav,Mpat 015 MIX.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/67/67702_395471-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/67702.wav,https://www.freesound.org/apiv2/packs/4369/,120
oceanictrancer,hat loop 120 bpm,"['rave', 'loop', 'tech', '120bpm', 'free-beat', '120-bpm', 'techno', '120', 'free', 'club', 'minimal', 'electro', 'house', 'beat', 'dub', 'trance', 'free-loops', 'loops', 'dubstep', 'beats', 'glitch', 'bpm', 'dance', 'free-loop']",250569,/audio/original/250569.wav,hi hat loop 120bpm,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/250/250569_1676145-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/250569.wav,https://www.freesound.org/apiv2/packs/14203/,120
oceanictrancer,lenovo miix 2 -> do want,"['rave', 'loop', 'tech', '120bpm', 'free-beat', '120-bpm', 'techno', '120', 'free', 'club', 'minimal', 'electro', 'house', 'beat', 'dub', 'trance', 'free-loops', 'loops', 'dubstep', 'beats', 'glitch', 'bpm', 'dance', 'free-loop']",250570,/audio/original/250570.wav,140 bpm hat loop,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/250/250570_1676145-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/250570.wav,https://www.freesound.org/apiv2/packs/14203/,120
oceanictrancer,"interesting <a href=""http://www.d-lusion.com/ProductsDrumstation.html"" rel=""nofollow"">http://www.d-lusion.com/ProductsDrumstation.html</a>","['rave', 'loop', 'tech', '120bpm', 'free-beat', '120-bpm', 'techno', '120', 'free', 'club', 'minimal', 'electro', 'house', 'beat', 'dub', 'trance', 'free-loops', 'loops', 'dubstep', 'beats', 'glitch', 'bpm', 'dance', 'free-loop']",250571,/audio/original/250571.wav,128 bpm hat loop,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/250/250571_1676145-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/250571.wav,https://www.freesound.org/apiv2/packs/14203/,120
